597,575,0.32508919703509953,optim.RMSprop,0.0005478050234940945,4.564899646421102e-06
372,135,0.43068357951177755,optim.Adam,0.00013976185932670066,2.1060450995012825e-05
195,83,0.339760581396797,optim.Adam,0.0002446858450426639,0.00013200740191689138
273,123,0.47851794521283175,optim.Adam,0.00031719907759840155,4.075951139485433e-05
296,160,0.45441562548315745,optim.Adam,0.0004585835973138692,0.0001217619176031674
242,93,0.33995718506813105,optim.Adam,0.0004091761542031426,1.476277282336765e-06
440,338,0.2295730649011255,optim.RMSprop,0.002168126288047204,0.00015630093243173776
430,55,0.26568884394362485,optim.Adam,0.00016765475436202412,1.6541776238042e-06
408,362,0.23289312021572284,optim.RMSprop,0.00454277067374953,1.5069759841990071e-05
539,415,0.47401822335362365,optim.Adam,0.0006126627152734548,3.532106714152127e-05
283,143,0.3162110165509438,optim.Adam,0.00011315322481554101,1.3021185269321233e-05
158,51,0.35830373780743147,optim.Adam,0.0009762220434328749,8.619188235237396e-05
563,173,0.3238386095758571,optim.Adam,0.000604079904498922,2.7705860742268804e-05
149,98,0.2882406146701482,optim.Adam,0.0003830921168401891,1.2180772068224535e-05
532,195,0.47366441884888494,optim.Adam,0.0009510150383204662,1.5319893430436443e-06
115,92,0.18879609857812685,optim.RMSprop,0.00092880613659493,3.037081723871151e-06
201,86,0.3181993733311159,optim.RMSprop,0.007597845438555337,1.962041726800265e-06
309,223,0.29713518298750957,optim.Adam,0.0007255669703486062,4.4598080421289754e-05
498,362,0.1856578669389441,optim.Adam,0.003741763996963643,1.02023728798355e-05
483,173,0.15390339463816133,optim.Adam,0.0008813439461080241,4.5584112122428146e-05
560,216,0.2701922700136119,optim.Adam,0.0007073119577845525,1.2672778647458427e-05
531,109,0.18866439747849523,optim.Adam,0.0015139947238854232,8.73803714904948e-06
409,238,0.17930646777870018,optim.Adam,0.00016327523218863152,4.332297410447591e-05
176,141,0.36728450169277516,optim.Adam,0.00038517860973096083,0.0003104554851714403
231,191,0.4226861061817083,optim.Adam,0.003300864819417012,1.5200237512077814e-05
81,67,0.09881555598363129,optim.RMSprop,0.00028593027186801,1.4327438379440135e-05
379,150,0.16125119064880739,optim.Adam,0.0007309317356808549,2.8295307575873037e-06
371,57,0.10737592679871782,optim.RMSprop,0.00010291513651442193,1.4103746789829654e-05
461,422,0.19944647900911971,optim.Adam,0.0005549345367927105,1.869123489357007e-05
174,78,0.14027579374173155,optim.Adam,0.0009300108773359438,6.119425792987851e-06
54,51,0.1896359619938056,optim.RMSprop,0.003832282741581604,2.145542178655228e-06
121,111,0.26631414464626896,optim.Adam,0.0023451412458110367,5.860097292496564e-05
222,201,0.16002176168476667,optim.Adam,0.0011070734315591785,9.831019772537551e-06
421,114,0.22648171985648602,optim.Adam,0.002872532478483368,3.628082990891145e-06
271,141,0.36621711395405215,optim.Adam,0.00046614470583407504,0.0003079253095589468
77,72,0.23339459036791288,optim.Adam,0.00023667572028905677,1.2452314206752409e-05
461,312,0.2590763367606553,optim.Adam,0.0013292494018934246,0.0001986331352622567
97,74,0.0230808704181083,optim.RMSprop,0.0006219793896161642,6.984500209630992e-06
100,62,0.25096307091746317,optim.Adam,0.0015539861591702456,1.7305569201534828e-05
441,253,0.22034174853276506,optim.Adam,0.005023782180243502,1.389650447706344e-05
132,93,0.23646158812617069,optim.Adam,0.00021976933866746566,0.0004207278299949648
446,232,0.12086448771165298,optim.Adam,0.00041617628322783743,1.5835943199357046e-06
70,63,0.1525898674069775,optim.Adam,0.0013399747643613263,3.759520239317988e-05
319,135,0.0637851634380342,optim.Adam,0.00030898962435503655,3.0513828857244e-06
93,65,0.46342312841935696,optim.Adam,0.0006691560897548281,3.383162165133695e-05
438,310,0.2018318326780183,optim.Adam,0.0001795113455427716,0.0004664299914522383
583,168,0.08289707984485023,optim.Adam,0.0007060366543730464,0.0003204470927025252
262,71,0.07283521144529087,optim.Adam,0.0026490861583883664,7.143629276087566e-06
566,97,0.06953892253950555,optim.Adam,0.00011621435722406071,1.1917679068079204e-05
400,84,0.019670824180316016,optim.Adam,0.0001781580298438507,5.4042070483688935e-05
66,57,0.4605463563932882,optim.RMSprop,0.0015163187198537146,0.0001782769319652164
189,53,0.007277255534394955,optim.RMSprop,0.007556370674747966,2.3640889110652023e-05
220,212,0.03322721543458679,optim.Adam,0.0003284930438665149,4.172105213922827e-06
131,107,0.2370944801477723,optim.Adam,0.0057510023540074074,1.5075079545587735e-05
76,61,0.2702969745112111,optim.RMSprop,0.006909562070695649,2.6923688495093805e-05
238,79,0.01266972811912187,optim.Adam,0.0068149309313747155,1.062125721862901e-06
235,172,0.24931154424102664,optim.Adam,0.0008076463728886582,0.00033009376946246775
495,358,0.3729300106829438,optim.Adam,0.005256441485043034,6.189573744398305e-05
168,76,0.23568448462422625,optim.Adam,0.006449213282615179,1.8135286412857657e-06
591,50,0.03877206014087137,optim.Adam,0.00014068059126717605,2.56861555245888e-06
460,257,0.45860731682558675,optim.Adam,0.004244268263666287,0.0001362330945634414
590,132,0.38366586817084924,optim.Adam,0.0026030116979770123,0.00038513013741245573
179,155,0.027199664053863593,optim.Adam,0.004618738202613068,0.00020192672256341498
471,161,0.4757016038804328,optim.Adam,0.0023196667715176507,0.00028573247572008536
532,102,0.1734742429532854,optim.Adam,0.007840335565540623,1.9785190385528656e-05
223,69,0.04552158337858092,optim.Adam,0.005972174221320021,0.00018348270040964663
527,234,0.4467366743064275,optim.Adam,0.0005707368293673163,0.000778999028847426
52,50,0.11940650508747674,optim.Adam,0.0006995757966477887,0.0004815682216646369
390,327,0.3428117441594541,optim.Adam,0.000532815010375767,0.0007431503362676554
421,207,0.006248345424247237,optim.Adam,0.0020025168030751305,0.0005998013902454569
81,68,0.13368596715529663,optim.Adam,0.010079596380796614,2.1824477046736487e-05
289,286,0.19033111525904556,optim.Adam,0.0007032705566111166,0.0003900305956809828
417,384,0.1764406614318048,optim.Adam,0.001695282088039926,0.0004790023287988178
433,175,0.004124415487261834,optim.Adam,0.005243688520397258,0.0003744333198671457
280,266,0.36180824310194143,optim.Adam,0.007426370655143807,7.567821575144283e-06
570,198,0.4126874651222097,optim.RMSprop,0.0016618239076221168,0.0013558789495142004
330,90,0.2148132234391067,optim.Adam,0.008948277978307554,1.4083152729975184e-06
391,212,0.24190367060585138,optim.RMSprop,0.00176289647387773,0.0010682670908964934
278,105,0.208490448386768,optim.Adam,0.0038775621316268173,0.0006598199487687093
233,199,0.480972409063905,optim.Adam,0.0004609370658079513,0.0015071955684713412
153,92,0.12565758370825109,optim.Adam,0.0001003703252220204,0.0027079365723068323
438,412,0.02452265996129105,optim.Adam,0.00013956109654499846,0.0016360997808271302
484,299,0.4911392541553703,optim.RMSprop,0.0006948539430420966,0.0034072588320065603
566,529,0.25691200303553424,optim.Adam,0.0034663349084654072,0.0018839858401043922
220,207,0.23151570166956226,optim.Adam,0.001172221315021123,0.0013925016750810097
444,381,0.057352602896526717,optim.Adam,0.0015217016445038783,0.0035169263931870256
471,431,0.04994377161468039,optim.Adam,0.0012266455795151622,0.002450713158235209
150,134,0.04512378422800839,optim.Adam,0.0001536179062366679,0.0024472217367488137
393,315,0.37250324586565425,optim.Adam,0.0043291352871250915,0.002146278815259958
491,119,0.34975252815934565,optim.Adam,0.00013293498192614198,0.005044354069894972
306,99,0.41766341848732386,optim.Adam,0.002006957179308554,0.0012437243669169062
361,114,0.2708653233880819,optim.Adam,0.00012489550521759338,0.0062637448232915295
528,321,0.06716228465199708,optim.Adam,0.007810535763277566,0.0013288164948126499
169,81,0.07885124626410289,optim.Adam,0.0002163967619129912,0.004846417079173533
68,59,0.05891295120115625,optim.Adam,0.004720489504350948,0.006798193316023735
371,303,0.43683294243530946,optim.Adam,0.0002167557355810481,0.004948920477116055
284,108,0.35927954869921014,optim.RMSprop,0.0004326043318041607,0.009443035044889523
390,54,0.14525731841404305,optim.Adam,0.0012407140859079136,0.009973318729987423
316,59,0.15247689102926515,optim.Adam,0.013227516084838275,5.209032582886699e-05
76,71,0.0758167137191933,optim.Adam,0.00015291205012347346,0.009753406453683444
360,69,0.39895342954200597,optim.Adam,0.010679572030090023,9.114130825371892e-06
552,266,0.3352223083567215,optim.Adam,0.01103302694827094,2.4952623597955064e-05
91,57,0.4728496365362898,optim.Adam,0.006339813855887738,0.001681598348021018
206,92,0.4375475264223519,optim.Adam,0.011923744873086044,0.00023349615792250532
188,129,0.18930201827578486,optim.Adam,0.014524197402725047,0.0028947300639608465
90,70,0.01932533245085971,optim.Adam,0.03020695876850363,0.0005493834849077222
424,415,0.2985624569580389,optim.Adam,0.009757708467801019,0.0034879268419661046
79,67,0.4885569921010716,optim.Adam,0.005270630286780552,0.00707185540110247
499,240,0.201483758641618,optim.Adam,0.012816780805401573,2.1814071160191463e-05
561,261,0.44989465004682916,optim.Adam,0.009896986938140716,0.00017456368118745632
517,501,0.4902938944468698,optim.Adam,0.008550681013483418,0.0001871984266201296
190,168,0.005760316878540173,optim.Adam,0.03536078771135537,6.9499453823999535e-06
130,98,0.4505737392036204,optim.Adam,0.013311683703341322,0.0021561688057705904
245,71,0.01741529434610911,optim.Adam,0.06787364072617434,4.619613103123503e-06
104,93,0.19431852516941966,optim.Adam,0.021944002590655445,0.002739374158600543
591,214,0.3412253258411088,optim.Adam,0.03606973235415361,2.6986989920489325e-06
329,218,0.10533070350391849,optim.Adam,0.03578864926458434,2.244077702519335e-06
346,339,0.4518190453760188,optim.Adam,0.022145555057390447,1.336239513509405e-05
576,211,0.474889577799548,optim.Adam,0.0140627586348876,0.003306978899466063
447,101,0.015595700170317639,optim.Adam,0.09793570186212998,4.611685972512164e-06
521,165,0.3514621698958694,optim.Adam,0.038893198487992886,1.33595340601034e-06
531,291,0.2775770795577258,optim.Adam,0.014185547349467162,0.005440759752081082
78,67,0.05952344661548181,optim.Adam,0.04703949390507242,4.768771954985364e-06
357,292,0.4243878789278121,optim.Adam,0.015301286638893515,0.0003023111815584803
487,467,0.258523174744468,optim.Adam,0.02099134608921238,0.00013599832312290375
461,381,0.4618528112704247,optim.RMSprop,0.010290323774812022,3.0887085266649175e-06
560,456,0.3607919494835541,optim.RMSprop,0.006828438093692139,0.002109067462594976
524,192,0.4645363911203241,optim.Adam,0.07375876727708959,1.1294568956584474e-06
500,440,0.4180033695320937,optim.Adam,0.032330555190887685,2.4573682378257053e-05
306,249,0.30817839321137475,optim.Adam,0.047852908808838725,5.611788899253537e-05
347,263,0.15580697355295114,optim.RMSprop,0.06534837446142187,1.566588746681054e-05
143,141,0.0865652178498762,optim.RMSprop,0.03972742495569183,1.4251936925961381e-05
